user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,photo_count,is_verified,is_premium_user,daily_active_minutes,last_login,likes_received,likes,blocked,swipes,messages_sent,response_rate,signup_date,negative_samples
712,Jesse Rose,36,F,Detroit,39.952583,-71.058884,"music, fitness, gaming",Effect article money data along begin let sense.,Casual Dating,Ambivert,ENTP,PhD,"Education officer, environmental",Aquarius,192,Slim,"Mandarin, Spanish, Hindi",Men,6,False,False,54,2024-03-06,29,"[379, 430, 316, 101, 889, 33, 989, 539, 868, 4, 974, 431, 77, 592, 634]","[575, 540, 592, 591, 277, 727, 982, 850, 111]",215,77,0.84,2023-11-23,"[504, 128, 456, 969, 928, 583, 285, 43, 130, 249, 574, 346, 161, 698, 150, 912, 986, 397, 814, 772, 686, 419, 69, 108, 763, 651, 590, 297, 465, 477]"
713,David Brown,44,M,Los Angeles,29.424122,-121.886329,"fitness, travel, gaming",Fall color require seven possible several current.,Friends,Ambivert,ENTP,PhD,Community pharmacist,Leo,151,Curvy,Hindi,Women,5,False,False,47,2024-03-20,73,"[820, 244, 386, 482, 31, 185]","[111, 505, 537, 789, 189, 198]",125,53,0.76,2024-01-21,"[934, 873, 178, 321, 498, 605, 222, 808, 543, 865, 798, 359]"
714,Bradley Hodges,42,F,Kansas City,29.760427,-82.457177,"art, sports, fitness",Money no reason close from from no science professor plan.,Friends,Ambivert,INFJ,High School,Television camera operator,Capricorn,180,Athletic,English,Women,5,True,False,27,2024-03-05,53,"[336, 823, 323, 813, 130, 65, 166, 327, 23, 891, 890, 224, 733, 810]","[179, 681, 708, 342, 382, 814, 866, 584]",280,49,0.8,2023-03-04,"[699, 267, 474, 282, 216, 943, 70, 661, 198, 791, 792, 217, 1, 902, 314, 979, 35, 909, 159, 542, 291, 459, 736, 955, 558, 560, 24, 685]"
715,Joshua Pena,21,M,Las Vegas,42.331427,-121.4944,"fitness, reading, art",Protect time everyone positive even team ago.,Friends,Introvert,ENFP,Master’s,"Engineer, chemical",Libra,155,Slim,"Spanish, Hindi, French",Men,1,False,False,41,2024-03-10,11,"[340, 188, 692, 827, 859, 897, 371, 182, 98, 688, 587, 899, 612]","[492, 941, 608, 68, 944, 881]",319,55,0.85,2023-04-28,"[375, 168, 948, 598, 112, 998, 683, 911, 747, 941, 392, 331, 63, 806, 250, 852, 62, 69, 281, 103, 665, 265, 503, 935, 35, 879]"
716,Samantha Williams,33,F,Austin,42.331427,-118.243683,"sports, gaming, cooking",Dark wear view hand modern summer must but.,Casual Dating,Ambivert,INFJ,High School,"Lecturer, further education",Libra,191,Curvy,Hindi,Everyone,4,False,False,12,2024-03-16,32,"[613, 705, 831, 727, 593, 511, 446, 32, 176, 910, 255]","[445, 58, 532, 729, 991, 382]",166,55,0.58,2023-02-06,"[216, 756, 703, 239, 978, 156, 238, 941, 704, 349, 875, 11, 93, 120, 513, 139, 598, 267, 654, 792, 857, 436]"
717,Rachel Brooks,24,M,New York,47.606209,-93.265015,"music, technology, gaming",Somebody decide from must quickly address worry reveal collection.,Networking,Extrovert,ENFP,PhD,Television floor manager,Gemini,174,Athletic,"Hindi, Mandarin, Spanish",Women,4,False,False,7,2024-03-31,98,"[457, 600, 897, 602, 994]","[72, 583, 201, 991, 174, 81, 250, 838, 519, 704]",417,72,0.66,2023-03-25,"[282, 327, 3, 139, 533, 586, 730, 54, 113, 538]"
718,David Wood,24,Non-binary,Portland,41.878113,-122.332069,"photography, sports, music",Suddenly start view these each off across religious show who foot.,Casual Dating,Introvert,ISFJ,High School,"Engineer, civil (consulting)",Libra,186,Athletic,Hindi,Women,1,True,True,34,2024-03-07,25,"[35, 880, 830, 809, 224, 321]","[63, 434, 504, 34, 339, 335, 488, 804]",459,97,0.98,2023-07-10,"[553, 955, 290, 764, 747, 355, 206, 88, 242, 301, 878, 675]"
719,Lauren Castillo,50,Non-binary,Boston,33.749001,-117.161087,"gaming, music, reading",Late still box war president movie conference within memory.,Casual Dating,Extrovert,INFJ,Bachelor’s,"Designer, ceramics/pottery",Scorpio,179,Athletic,"French, Hindi, English",Men,1,True,False,63,2024-03-04,39,"[320, 446, 177, 868, 201, 48, 592, 984, 144, 934, 948, 759, 942, 993]","[330, 252, 419, 597, 515, 669, 796]",490,16,0.93,2023-05-03,"[76, 669, 216, 595, 314, 847, 949, 564, 910, 678, 683, 466, 399, 819, 848, 488, 172, 551, 732, 929, 371, 335, 116, 500, 978, 752, 221, 163]"
720,Mr. Jason Moore MD,34,F,Salt Lake City,45.515232,-121.886329,"travel, cooking, art",Player nation play avoid guess whether professional live reduce.,Networking,Introvert,ESFJ,PhD,"Designer, textile",Cancer,188,Average,"Hindi, French",Men,4,False,False,37,2024-03-20,88,"[675, 24, 945, 168, 393, 210, 773, 957, 227, 349]","[483, 238, 734, 334, 577, 426, 330, 278]",314,24,0.26,2023-08-18,"[391, 729, 683, 724, 930, 72, 180, 241, 452, 866, 685, 508, 307, 948, 362, 71, 471, 319, 875, 205]"
721,Miguel Pacheco,36,M,San Jose,42.360081,-115.139832,"photography, technology, cooking",Culture hit government sense task forget might current door world.,Casual Dating,Ambivert,ESFJ,PhD,Hotel manager,Leo,200,Curvy,"Hindi, Mandarin, English",Women,6,False,False,4,2024-03-15,71,"[733, 440, 819, 159, 801, 506, 473, 9, 156, 735, 859, 656, 507, 774, 134]","[94, 536, 300, 688, 651, 627]",377,52,0.28,2023-12-11,"[92, 471, 160, 467, 508, 278, 542, 657, 530, 382, 257, 484, 923, 967, 221, 236, 421, 661, 379, 715, 501, 35, 688, 42, 328, 303, 23, 569, 485, 115]"
722,Kathleen Perez,50,F,San Jose,29.424122,-83.045753,"photography, technology, gaming",Service fire simple food hospital account finish.,Networking,Introvert,ENTP,Master’s,Video editor,Aquarius,182,Athletic,English,Women,2,False,False,105,2024-03-19,86,"[80, 3, 771, 331, 991, 783, 289, 288, 273, 829, 32, 364, 826, 456]","[182, 254, 146, 284, 444, 386, 73, 222, 62, 252]",33,74,0.54,2023-12-17,"[795, 680, 673, 693, 402, 427, 315, 629, 11, 294, 516, 398, 766, 836, 676, 726, 374, 307, 133, 717, 571, 420, 796, 620, 444, 936, 765, 42]"
723,Megan Gonzalez,39,M,Detroit,41.49932,-82.998794,"cooking, reading, art",Machine away pull kid prove member recent.,Casual Dating,Ambivert,INTP,Bachelor’s,Brewing technologist,Sagittarius,171,Slim,"French, English, Spanish",Women,5,True,False,71,2024-03-27,25,"[542, 251, 29, 605, 90, 750, 707]","[103, 248, 438, 339, 72, 30, 308]",160,78,0.54,2024-03-18,"[408, 547, 435, 270, 133, 489, 385, 793, 346, 45, 69, 118, 205, 392]"
724,Michelle Garcia,50,F,Chicago,32.776665,-82.457177,"fitness, sports, music",Onto whose rule imagine safe close require hit off describe fly.,Friends,Ambivert,ENFP,Bachelor’s,Herbalist,Taurus,169,Average,"Hindi, English, Mandarin",Everyone,4,True,False,58,2024-03-29,20,"[853, 521, 6, 558, 612, 706, 650, 482, 100, 760, 224, 136, 845]","[465, 488, 311, 499, 402]",491,60,0.67,2023-08-15,"[575, 294, 37, 232, 525, 832, 62, 674, 798, 646, 21, 200, 645, 89, 811, 839, 622, 797, 335, 769, 413, 327, 827, 387, 680, 932]"
725,Teresa Rivera,19,M,Minneapolis,34.052235,-75.165222,"travel, technology, fitness",Still take person that stock cut task compare color save.,Friends,Ambivert,ISFJ,PhD,"Loss adjuster, chartered",Aquarius,178,Average,"Spanish, Mandarin, French",Women,4,True,True,28,2024-03-09,97,"[369, 919, 927, 684, 745, 243, 470, 848, 599, 97, 746, 378, 665, 184, 87]","[764, 721, 781, 820, 546, 935]",312,45,0.64,2024-01-18,"[267, 649, 10, 613, 618, 974, 454, 538, 527, 773, 38, 567, 114, 554, 395, 462, 794, 543, 743, 778, 91, 467, 583, 700, 823, 938, 85, 426, 734, 133]"
726,Robert Bell,47,M,Raleigh,32.715736,-83.045753,"cooking, reading, sports",Radio mention store save south sound enter reflect hear.,Networking,Extrovert,ISTJ,Bachelor’s,Paramedic,Taurus,156,Athletic,"Spanish, French",Women,2,True,False,69,2024-03-30,82,"[589, 152, 549, 723, 501, 361, 981, 654, 379, 479, 262, 682]","[360, 801, 858, 1000, 999, 811, 529, 167]",184,67,0.35,2023-09-07,"[877, 444, 533, 326, 846, 611, 259, 247, 468, 867, 777, 698, 83, 417, 888, 461, 624, 914, 942, 216, 996, 722, 53, 930]"
727,Michael Myers,29,Non-binary,Kansas City,37.338208,-81.694361,"music, travel, reading",Can like attack anything near strong feeling throughout discuss check last parent.,Friends,Introvert,ISFJ,Bachelor’s,Set designer,Cancer,177,Athletic,"Mandarin, Hindi, English",Women,4,True,False,80,2024-03-07,67,"[773, 2, 232, 973, 663, 416, 748, 113, 531, 107, 596, 759, 403, 95, 514]","[928, 661, 745, 511, 147, 811, 77, 575]",252,9,0.71,2023-02-25,"[289, 481, 895, 219, 601, 570, 645, 348, 67, 245, 164, 831, 780, 857, 154, 400, 484, 860, 497, 285, 33, 128, 700, 89, 525, 207, 239, 129, 367, 521]"
728,Anna Haney,28,F,Raleigh,45.515232,-82.998794,"sports, music, technology",Mind week develop their sort town her value.,Networking,Ambivert,ISFJ,Master’s,"Production assistant, radio",Taurus,193,Athletic,"Spanish, French, Mandarin",Everyone,5,True,False,46,2024-03-21,92,"[595, 91, 416, 16, 410, 50, 40]","[754, 805, 489, 953, 111, 643]",168,8,0.76,2023-12-30,"[503, 579, 669, 871, 571, 249, 652, 86, 693, 628, 882, 51, 374, 751]"
729,Sarah Wiley,38,F,Chicago,37.338208,-104.990251,"technology, photography, gaming",Whatever involve eight clear country ok.,Friends,Introvert,INTP,Bachelor’s,Forest/woodland manager,Virgo,185,Average,"Hindi, French",Everyone,6,True,False,14,2024-03-07,20,"[400, 136, 225, 795, 175, 937, 253, 13, 378, 825, 454, 304, 433, 358]","[931, 132, 604, 696, 1000, 456]",196,89,0.5,2023-07-10,"[459, 898, 811, 192, 959, 492, 812, 727, 133, 640, 967, 739, 478, 610, 865, 268, 601, 624, 243, 918, 998, 637, 224, 794, 572, 875, 602, 935]"
730,Christina Christensen,40,Non-binary,Phoenix,32.715736,-83.045753,"music, fitness, travel",North recently senior detail growth seem improve ball bad despite.,Long-term,Extrovert,ENFP,Bachelor’s,"Psychologist, sport and exercise",Aries,164,Slim,French,Everyone,2,True,True,60,2024-03-10,26,"[335, 68, 108, 503, 488, 28, 690, 509, 794, 346, 319, 695, 671]","[381, 873, 686, 150, 872, 57, 75]",268,92,0.44,2023-10-02,"[962, 696, 114, 338, 905, 689, 392, 672, 57, 572, 664, 752, 348, 407, 477, 824, 264, 505, 936, 408, 85, 709, 241, 259, 708, 497]"
731,Whitney Gordon,39,Non-binary,Chicago,28.538336,-84.387978,"technology, travel, art",Training tend bar young boy painting mind deep require decision local green.,Casual Dating,Extrovert,ESTP,Bachelor’s,"Radiographer, diagnostic",Leo,188,Slim,"Mandarin, French, Hindi",Women,3,True,False,60,2024-03-08,36,"[663, 702, 208, 167, 764, 786, 411, 611]","[546, 572, 42, 588, 245, 781, 296, 341, 965]",452,6,0.57,2023-12-15,"[634, 721, 61, 505, 527, 976, 446, 160, 430, 246, 689, 145, 240, 969, 951, 906]"
732,Nicole Martinez,26,Non-binary,Denver,36.169941,-104.990251,"fitness, technology, photography",Task respond north network nor truth detail edge side.,Long-term,Introvert,INFJ,Master’s,Health promotion specialist,Taurus,179,Athletic,"French, English, Mandarin",Women,4,True,False,83,2024-03-28,4,"[207, 375, 933, 553, 378, 582, 17, 813]","[43, 436, 224, 362, 982, 888, 423, 734, 57, 634]",118,66,0.55,2023-09-01,"[176, 823, 868, 343, 645, 877, 332, 221, 21, 469, 980, 263, 173, 121, 351, 275]"
733,Ronald Evans,43,Non-binary,Miami,32.715736,-93.265015,"photography, art, music",Training part section where mouth meeting consider stay find become them.,Casual Dating,Ambivert,ISTJ,Bachelor’s,Personnel officer,Sagittarius,186,Athletic,"Mandarin, Hindi",Men,6,False,True,93,2024-03-07,49,"[240, 100, 999, 596, 982, 85, 916, 536, 146, 914]","[111, 680, 64, 527, 951, 153, 38, 408, 737]",445,21,0.35,2023-08-09,"[605, 931, 134, 697, 211, 427, 282, 514, 114, 508, 233, 582, 610, 721, 963, 418, 177, 384, 586, 71]"
734,Laura Marshall,33,F,Chicago,37.338208,-104.990251,"gaming, cooking, sports",Player sing between its woman boy issue.,Long-term,Introvert,ISFJ,High School,"Surveyor, commercial/residential",Cancer,182,Slim,"French, Mandarin, English",Men,1,False,True,47,2024-03-28,20,"[216, 610, 554, 12, 640, 637, 931, 739, 117, 471, 388, 643, 109, 330, 804]","[885, 529, 508, 1000, 915]",341,61,0.24,2023-08-26,"[360, 813, 645, 451, 790, 856, 901, 892, 38, 314, 654, 646, 633, 655, 697, 21, 105, 237, 375, 761, 578, 766, 787, 816, 469, 574, 17, 99, 354, 55]"
735,Jeffrey Davies,47,F,Houston,42.360081,-74.005974,"sports, travel, reading",Practice play someone face book sure government traditional maybe suffer war type defense.,Friends,Extrovert,ESTP,High School,Community pharmacist,Cancer,157,Slim,French,Women,6,False,False,75,2024-03-27,85,"[990, 853, 98, 25, 63, 368, 154, 677, 304, 492]","[295, 58, 154, 190, 932, 254, 893]",290,94,0.39,2023-09-03,"[700, 983, 246, 573, 672, 794, 694, 440, 830, 615, 71, 216, 323, 792, 316, 964, 919, 494, 580, 517]"
736,Eric Scott,32,Non-binary,Chicago,38.581572,-122.678448,"photography, music, reading",Company serve factor read first debate.,Casual Dating,Extrovert,INTP,PhD,Translator,Taurus,173,Slim,"French, English, Hindi",Men,2,True,False,66,2024-03-16,78,"[899, 957, 724, 118, 663, 402, 380]","[28, 753, 668, 427, 263, 411, 416, 333]",389,91,0.58,2023-10-04,"[204, 747, 13, 438, 251, 214, 686, 193, 864, 424, 557, 678, 763, 27]"
737,Kayla Mcgee,29,M,Atlanta,36.169941,-115.139832,"travel, sports, gaming",Agency practice hospital participant way bag guess.,Networking,Introvert,ENFP,High School,Sport and exercise psychologist,Aquarius,184,Slim,English,Everyone,5,False,False,70,2024-03-23,88,"[246, 715, 437, 957, 958, 285, 886]","[788, 729, 602, 888, 222, 145, 913, 233, 526, 604]",343,99,0.9,2024-01-09,"[271, 717, 104, 999, 635, 122, 421, 638, 961, 980, 121, 33, 784, 276]"
738,Rachel Hickman,44,F,Portland,29.424122,-75.165222,"gaming, cooking, fitness",Drug lose report democratic hear it.,Friends,Extrovert,ESTP,Bachelor’s,Media planner,Leo,176,Average,"French, Mandarin",Women,3,False,False,104,2024-03-03,65,"[645, 197, 464, 689, 23, 263, 453, 782, 438, 154, 701, 395, 882, 40]","[501, 436, 301, 500, 971, 425, 239]",69,14,0.98,2023-05-07,"[385, 221, 783, 361, 541, 85, 186, 538, 841, 231, 993, 466, 99, 87, 313, 105, 950, 537, 630, 976, 60, 687, 459, 261, 109, 961, 785, 435]"
739,Ryan Hill,42,F,Philadelphia,32.715736,-122.332069,"sports, art, music",Foot outside sure entire yeah claim paper six husband none leave.,Long-term,Ambivert,ISFJ,Master’s,"Therapist, horticultural",Sagittarius,160,Curvy,"Mandarin, French, Spanish",Men,1,True,False,19,2024-03-10,74,"[723, 118, 564, 44, 738, 305, 597, 581, 440]","[590, 923, 562, 942, 817, 668]",80,95,0.46,2024-01-22,"[239, 986, 655, 504, 56, 834, 497, 365, 418, 159, 749, 7, 135, 64, 116, 646, 196, 426]"
740,Jennifer Gilbert,28,Non-binary,Cleveland,40.712776,-121.886329,"sports, art, gaming",Lose capital trip important without seem public.,Networking,Ambivert,ESTP,PhD,Tree surgeon,Sagittarius,152,Athletic,French,Women,3,False,False,73,2024-03-26,47,"[883, 583, 350, 5, 634, 769]","[520, 779, 682, 819, 143, 801, 860]",199,67,0.96,2023-11-24,"[668, 370, 440, 747, 684, 843, 740, 132, 830, 974, 544, 879]"
741,Patricia Williams,23,F,Atlanta,39.768403,-122.332069,"fitness, sports, travel",Real visit affect when authority western national single clearly after standard will goal.,Friends,Introvert,INFJ,PhD,"Accountant, chartered public finance",Leo,171,Athletic,French,Women,5,True,True,102,2024-03-25,89,"[297, 589, 516, 109, 200, 910, 454, 27, 524]","[471, 370, 531, 643, 38, 638, 314]",436,32,0.34,2023-04-24,"[661, 970, 918, 558, 146, 574, 412, 77, 859, 566, 501, 544, 432, 646, 613, 782, 154, 889]"
742,David Garcia,39,F,Houston,34.052235,-74.005974,"travel, cooking, fitness",Check ago science heart by successful voice role would hospital.,Friends,Introvert,INFJ,Master’s,"Psychotherapist, child",Taurus,172,Curvy,"French, Hindi, Mandarin",Women,2,False,False,74,2024-03-06,27,"[153, 125, 816, 616, 24, 738]","[607, 762, 364, 504, 714, 975, 615, 613, 665]",187,90,0.38,2023-04-10,"[132, 6, 846, 411, 292, 948, 138, 565, 899, 367, 300, 678]"
743,William Thomas,32,F,San Antonio,39.739236,-71.058884,"gaming, sports, technology",Behind Mrs democratic stay middle should popular bad popular.,Casual Dating,Ambivert,ISTJ,Bachelor’s,Office manager,Capricorn,150,Athletic,"Hindi, Mandarin",Everyone,2,False,False,68,2024-03-04,93,"[308, 565, 460, 490, 415, 57, 401, 412, 861]","[526, 264, 848, 660, 191]",56,38,0.71,2023-10-01,"[502, 875, 82, 457, 465, 209, 931, 79, 883, 606, 381, 339, 449, 1000, 563, 584, 250, 222]"
744,Sara Miller,41,Non-binary,Kansas City,42.360081,-78.638176,"sports, cooking, gaming",Executive long up shake idea first chance.,Networking,Introvert,INTP,Bachelor’s,"Development worker, community",Cancer,158,Average,"Spanish, French, English",Women,3,False,False,46,2024-03-23,21,"[843, 414, 379, 616, 447, 526, 950, 43, 74, 736, 369, 757, 227, 237, 475]","[439, 499, 854, 186, 921, 987]",365,98,0.86,2023-09-04,"[473, 800, 274, 889, 430, 965, 347, 957, 148, 207, 147, 619, 310, 296, 205, 521, 233, 78, 239, 236, 784, 454, 853, 949, 171, 469, 303, 291, 361, 922]"
745,Darlene Hartman,45,F,Seattle,29.424122,-75.165222,"reading, technology, photography",Save policy discuss someone generation audience write feel put poor hold while.,Long-term,Extrovert,ENFP,Master’s,"Surveyor, minerals",Leo,163,Average,"Mandarin, French",Women,5,False,True,33,2024-03-20,8,"[879, 373, 844, 433, 943, 916, 327, 829, 574]","[565, 152, 450, 943, 156]",463,90,0.42,2023-02-05,"[759, 634, 358, 213, 390, 921, 185, 130, 90, 165, 853, 362, 800, 356, 50, 105, 479, 906]"
746,Melissa Yates,29,M,Austin,37.338208,-71.058884,"gaming, reading, cooking",Magazine group letter blood although shoulder sense night occur space budget feel you.,Friends,Extrovert,INTP,PhD,Meteorologist,Libra,170,Average,"English, Mandarin",Everyone,2,False,False,86,2024-03-20,78,"[186, 973, 95, 746, 929, 294, 575, 712, 181]","[584, 554, 777, 303, 693, 724, 811]",51,88,0.65,2023-07-10,"[951, 65, 596, 169, 498, 405, 669, 242, 754, 335, 926, 989, 385, 486, 738, 434, 57, 676]"
747,Jessica Benson,38,M,Boston,25.76168,-83.045753,"gaming, fitness, travel",Group building effort care growth central large practice suffer plan.,Networking,Ambivert,ESFJ,Bachelor’s,Health service manager,Sagittarius,200,Average,"English, Hindi",Men,3,True,False,50,2024-03-12,43,"[347, 857, 40, 624, 202, 989, 647, 429, 516, 983]","[783, 531, 829, 618, 192, 41, 158, 792, 226]",14,27,0.58,2023-06-30,"[411, 790, 799, 26, 762, 274, 84, 316, 303, 1000, 388, 848, 283, 919, 139, 648, 556, 815, 907, 266]"
748,Marco Gordon,26,Non-binary,Las Vegas,41.878113,-121.886329,"gaming, music, photography",Soon mother value know live data.,Long-term,Introvert,INTP,PhD,"Surveyor, insurance",Libra,177,Slim,French,Everyone,4,True,False,96,2024-03-27,56,"[297, 972, 37, 574, 804]","[216, 412, 768, 961, 549, 3]",485,97,0.73,2023-03-28,"[259, 287, 595, 94, 309, 20, 579, 367, 506, 833]"
749,Kathryn Ramsey,37,M,Dallas,30.267153,-74.005974,"fitness, art, music",Vote general together there mouth how kitchen institution might threat might.,Friends,Extrovert,INFJ,High School,Maintenance engineer,Capricorn,187,Athletic,"French, Spanish, Hindi",Men,1,False,False,66,2024-03-06,26,"[194, 734, 690, 592, 548, 454, 1000, 563, 152, 30, 66, 488, 473, 31, 97]","[68, 941, 139, 830, 698, 467, 689, 616]",143,59,0.49,2023-01-27,"[499, 589, 675, 947, 326, 978, 74, 731, 814, 917, 806, 721, 345, 234, 997, 740, 175, 241, 975, 611, 383, 735, 301, 987, 60, 145, 588, 112, 257, 412]"
750,Mr. Clifford Scott,47,M,Tampa,42.360081,-122.678448,"sports, music, gaming",Worker six girl clear this himself however.,Networking,Extrovert,ESTP,PhD,Risk manager,Scorpio,168,Average,"French, Mandarin, English",Everyone,5,True,True,23,2024-03-23,73,"[603, 180, 67, 839, 436, 615, 811, 701, 953, 452, 8, 566, 800]","[510, 66, 522, 455, 476, 397, 250]",394,7,0.51,2023-07-28,"[826, 685, 550, 772, 771, 318, 841, 393, 446, 577, 104, 809, 122, 532, 651, 330, 515, 437, 549, 66, 849, 922, 919, 347, 388, 656]"
751,Jesse Martin,25,M,Houston,39.099727,-82.457177,"art, gaming, travel",Institution court best blue drug act want book customer wear charge.,Friends,Extrovert,ESTP,High School,Office manager,Gemini,195,Athletic,Hindi,Men,3,True,False,38,2024-03-17,53,"[793, 842, 163, 334, 253, 998, 127, 38, 648]","[650, 801, 558, 713, 653]",19,0,0.21,2023-11-21,"[924, 231, 756, 330, 91, 955, 667, 780, 67, 81, 579, 287, 395, 711, 879, 668, 586, 302]"
752,Renee Green,21,M,Denver,34.052235,-97.743061,"gaming, music, fitness",Song summer concern well note school teacher everyone land order interview pretty.,Friends,Extrovert,INTP,High School,Graphic designer,Pisces,155,Slim,"English, Spanish",Women,1,False,False,80,2024-03-27,21,"[566, 152, 276, 595, 990, 92, 644, 431, 258, 691]","[404, 507, 98, 122, 172, 848, 185, 468, 747, 356]",240,19,0.73,2023-12-07,"[751, 459, 866, 284, 56, 347, 526, 442, 747, 500, 735, 49, 72, 205, 530, 223, 578, 622, 945, 406]"
753,Kevin Henderson,21,F,Houston,25.76168,-83.045753,"fitness, art, sports",Produce break stop worry head example.,Casual Dating,Introvert,ENTP,Bachelor’s,Health promotion specialist,Aries,198,Athletic,"English, Mandarin",Women,1,False,True,6,2024-03-30,55,"[165, 89, 737, 854, 641, 808, 933, 514, 703, 382, 111]","[583, 544, 444, 10, 124, 917, 498, 49, 941, 469]",226,53,0.9,2023-05-27,"[659, 786, 520, 975, 427, 126, 891, 784, 208, 61, 10, 1000, 699, 71, 233, 305, 747, 267, 482, 19, 790, 94]"
754,Adrienne Joyce,44,Non-binary,Houston,37.338208,-82.998794,"travel, music, photography",Risk all west painting article music why whether military language organization middle piece.,Networking,Ambivert,INTP,Bachelor’s,Database administrator,Taurus,161,Slim,French,Everyone,1,True,False,53,2024-03-07,8,"[795, 276, 414, 107, 411, 143, 981, 802, 515, 566, 393, 105, 741]","[105, 546, 233, 649, 264, 829, 323, 181, 965]",332,16,0.32,2023-11-09,"[909, 610, 563, 381, 713, 625, 127, 538, 804, 619, 786, 750, 722, 532, 157, 434, 16, 641, 688, 152, 195, 357, 28, 61, 719, 809]"
755,Isaac Chavez,45,Non-binary,Houston,37.338208,-112.074036,"travel, cooking, photography",Central away apply figure specific hold.,Long-term,Ambivert,ESFJ,Bachelor’s,"Scientist, biomedical",Gemini,188,Slim,English,Everyone,4,True,False,45,2024-03-30,79,"[953, 634, 170, 928, 902, 1000, 468, 439]","[943, 102, 300, 295, 19, 354]",467,23,0.35,2023-06-18,"[548, 447, 770, 150, 924, 989, 542, 570, 787, 645, 245, 673, 444, 329, 318, 940]"
756,Wendy Gregory,43,Non-binary,Kansas City,41.49932,-115.139832,"gaming, photography, sports",Ago able story history TV clear power win five.,Long-term,Ambivert,ISTJ,Bachelor’s,Field seismologist,Aries,173,Slim,"Mandarin, Spanish, Hindi",Everyone,5,False,False,100,2024-03-15,89,"[637, 525, 2, 49, 115, 923, 897, 400, 498, 799, 755]","[894, 641, 103, 120, 166, 356, 959]",349,83,0.51,2023-12-16,"[150, 853, 59, 574, 386, 132, 627, 78, 364, 684, 690, 301, 90, 398, 578, 936, 95, 393, 781, 289, 265, 248]"
757,Amy Miller,30,M,Miami,39.739236,-81.379234,"travel, technology, music",Produce wish share close position argue around many ball it travel company.,Friends,Introvert,ENFP,Bachelor’s,Soil scientist,Aquarius,185,Athletic,"Hindi, Mandarin, English",Everyone,4,True,False,65,2024-03-24,4,"[714, 601, 393, 996, 184]","[68, 189, 669, 868, 8, 545]",198,92,0.54,2024-02-10,"[498, 8, 937, 367, 914, 694, 397, 669, 966, 506]"
758,Jason Lindsey,28,F,Seattle,29.760427,-93.265015,"cooking, fitness, art",Trip couple fire summer raise however bill protect short not road.,Networking,Extrovert,ESFJ,Bachelor’s,"Lecturer, higher education",Pisces,189,Athletic,"Hindi, French, Mandarin",Women,1,False,False,9,2024-03-21,67,"[115, 183, 349, 752, 524, 667, 781, 271, 272, 408, 840, 218, 897]","[485, 248, 788, 460, 497, 65, 967]",133,18,0.51,2023-07-10,"[491, 910, 131, 394, 492, 346, 629, 149, 595, 616, 470, 666, 543, 50, 830, 453, 703, 617, 614, 426, 142, 696, 877, 609, 505, 695]"
759,Linda Meyer,26,Non-binary,Salt Lake City,34.052235,-121.4944,"music, art, reading",Board image firm media dark report cup.,Networking,Ambivert,ISTJ,PhD,Chief Strategy Officer,Capricorn,160,Average,English,Everyone,6,False,True,72,2024-03-14,59,"[319, 873, 403, 488, 807]","[752, 671, 165, 399, 946, 863, 83, 363, 234]",226,14,0.88,2023-02-20,"[157, 446, 418, 144, 815, 828, 252, 501, 291, 29]"
760,Jonathan Arroyo,41,Non-binary,Seattle,35.779591,-104.990251,"technology, reading, cooking",His law hard sister phone car current reality.,Casual Dating,Extrovert,ENFP,Master’s,"Engineer, energy",Gemini,165,Curvy,Mandarin,Men,3,False,False,22,2024-03-22,94,"[26, 219, 888, 604, 586, 294, 56, 123, 566, 732, 122, 354, 440]","[47, 851, 333, 814, 515, 784]",334,44,0.54,2024-02-23,"[192, 119, 540, 645, 19, 470, 292, 737, 571, 459, 143, 386, 138, 206, 486, 694, 180, 794, 843, 188, 780, 445, 984, 8, 268, 696]"
761,Adam Davila,28,M,New York,36.169941,-93.265015,"fitness, music, technology",Very American community condition score entire million everyone official there southern.,Networking,Extrovert,ESFJ,Bachelor’s,Tax inspector,Pisces,161,Athletic,French,Everyone,3,False,True,118,2024-03-11,91,"[135, 998, 156, 651, 199, 211, 945, 26, 104]","[515, 67, 26, 250, 322, 113, 535]",104,6,0.65,2023-04-19,"[717, 141, 114, 540, 91, 512, 988, 39, 698, 88, 721, 543, 446, 422, 230, 286, 949, 453]"
762,Maria Buchanan,30,F,Dallas,32.776665,-95.369804,"travel, art, gaming",System old foot idea can cut figure defense vote Congress music officer really.,Friends,Extrovert,ENTP,Master’s,Advertising art director,Libra,181,Curvy,"English, Spanish",Men,1,True,False,119,2024-03-14,10,"[449, 228, 360, 411, 7, 484, 172, 155, 405, 434, 126, 565, 987, 312, 362]","[417, 323, 551, 872, 470, 50, 375, 394, 591, 43]",37,36,0.38,2024-03-20,"[741, 527, 690, 966, 453, 15, 767, 756, 81, 969, 826, 253, 650, 389, 255, 100, 397, 146, 649, 291, 625, 465, 620, 793, 900, 538, 515, 403, 864, 764]"
