user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,likes,swipes,messages_sent,response_rate,signup_date,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,likes_received,photo_count,is_verified,daily_active_minutes,last_login,is_premium_user
779,Ms. Kristen Wright DVM,45,M,Columbus,39.099727,-111.891047,"gaming, reading, art",Art man prevent professional beautiful value accept others ever.,Long-term,Ambivert,ISFJ,"[427, 466, 182, 485, 551]",232,62,0.73,2023-10-10,PhD,English as a foreign language teacher,Pisces,200,Athletic,"English, Hindi",Everyone,7,4,True,7,2024-03-08,False
780,Richard Sullivan,43,F,Denver,27.950575,-80.19179,"sports, art, reading",Dark reality Mrs environmental oil long service miss now more group improve able.,Friends,Ambivert,ESFJ,"[447, 205, 671, 607, 465, 197, 225, 939, 820, 284, 118]",406,18,0.62,2023-01-28,Master’s,"Accountant, chartered",Capricorn,155,Average,"Spanish, French, Hindi",Everyone,31,6,False,98,2024-03-11,False
781,Cathy Stephenson,49,F,San Diego,32.776665,-112.074036,"sports, technology, photography",Bit trip wait walk notice difficult then issue itself discussion pull Democrat.,Casual Dating,Extrovert,ISFJ,"[59, 309, 213, 487, 580, 105, 979, 374, 137, 731, 893, 779, 129]",447,11,0.88,2023-10-01,Master’s,Field trials officer,Virgo,161,Curvy,English,Women,78,3,False,7,2024-03-23,True
782,Kyle Grant,28,Non-binary,Las Vegas,28.538336,-111.891047,"travel, reading, cooking",Room bill want sea compare school low type fall window three break.,Casual Dating,Extrovert,ISTJ,"[740, 50, 451, 746, 937, 695, 322, 508, 317, 407, 712, 693, 311, 816]",266,75,0.93,2023-01-31,Bachelor’s,"Producer, radio",Pisces,196,Athletic,"Hindi, Spanish, French",Men,18,2,True,113,2024-03-31,False
783,Daniel Cole,45,M,New York,44.977753,-86.158068,"sports, travel, cooking",Moment state human present place everyone institution step minute their throw.,Friends,Extrovert,ISTJ,"[893, 768, 746, 726, 521, 48, 474, 382, 437]",31,53,0.88,2024-02-24,High School,Freight forwarder,Capricorn,182,Athletic,Spanish,Women,99,4,False,43,2024-03-08,False
784,Christine Abbott,21,Non-binary,Tampa,45.515232,-82.998794,"travel, technology, music",Center stay month from fill structure.,Friends,Extrovert,ISFJ,"[830, 519, 740, 984, 778]",487,16,0.94,2023-10-25,Bachelor’s,"Surveyor, building",Pisces,181,Curvy,Hindi,Everyone,63,5,False,24,2024-03-16,False
785,Kristina Myers,28,M,Detroit,29.760427,-95.369804,"art, reading, cooking",Often prevent site assume in stand thing pretty environmental material probably likely.,Casual Dating,Extrovert,ISTJ,"[183, 920, 717, 613, 241, 249, 535]",133,88,0.46,2024-02-07,Bachelor’s,"Scientist, biomedical",Capricorn,151,Athletic,"French, English, Mandarin",Women,41,2,True,49,2024-03-09,False
786,David Sanchez,42,F,Los Angeles,39.961176,-81.379234,"art, technology, fitness",Factor always cell maintain apply arm perhaps he minute campaign generation plant.,Friends,Extrovert,ESTP,"[102, 695, 815, 551, 925, 137, 20, 134, 616, 740, 373, 947]",287,2,0.63,2023-03-24,Bachelor’s,"Therapist, art",Aquarius,173,Slim,"Spanish, Mandarin",Everyone,4,6,False,36,2024-03-23,False
787,Stephanie Hill,22,M,Kansas City,28.538336,-122.332069,"travel, technology, fitness",Food yard pay thank possible develop environmental nothing let decision line.,Long-term,Introvert,INFJ,"[977, 381, 557, 685, 823, 408, 312, 76, 299]",220,0,0.42,2023-07-13,Bachelor’s,Dispensing optician,Aquarius,174,Athletic,"English, Hindi",Everyone,5,3,True,27,2024-03-23,False
788,Rebekah Wilkinson,46,Non-binary,Los Angeles,25.76168,-122.332069,"photography, sports, gaming",Not knowledge fast dinner year population how final foot table whatever.,Casual Dating,Ambivert,ENFP,"[416, 426, 127, 890, 861, 606, 21, 541]",107,44,0.86,2023-11-16,High School,Mental health nurse,Pisces,154,Slim,French,Women,51,4,True,44,2024-03-26,False
789,Michael Roman,20,M,Columbus,35.779591,-86.158068,"photography, music, technology",Must should difference assume star pick success.,Networking,Ambivert,INTP,"[263, 437, 196, 699, 75, 311, 544, 303, 860, 134, 47, 694]",430,61,0.47,2023-11-24,PhD,Chiropodist,Leo,176,Average,Mandarin,Everyone,61,2,True,11,2024-03-16,False
790,Maria Robinson,28,F,Seattle,41.878113,-94.578568,"sports, fitness, photography",Congress add table answer artist week happy hard again where political agency.,Friends,Extrovert,ESTP,"[310, 156, 799, 630, 689, 517, 917, 788, 346, 852, 616, 190]",118,52,0.62,2024-02-14,PhD,Automotive engineer,Gemini,196,Average,French,Men,85,1,True,22,2024-03-19,False
791,Christina Combs,34,M,Orlando,42.360081,-74.005974,"gaming, music, technology",Low middle enter player total girl cultural network field effect whole.,Casual Dating,Extrovert,ENFP,"[353, 394, 951, 911, 274, 40, 626, 129, 110, 141]",132,0,0.86,2023-12-11,PhD,Contracting civil engineer,Taurus,174,Athletic,Spanish,Women,87,4,True,20,2024-03-01,False
792,Geoffrey Gonzales,41,M,Boston,36.169941,-117.161087,"art, travel, photography",Grow yard police few realize happen through far.,Friends,Extrovert,ENTP,"[239, 367, 410, 106, 331, 963, 752, 989, 607, 424, 825, 470]",135,19,0.26,2023-03-22,PhD,Artist,Aquarius,150,Curvy,"Hindi, Spanish, French",Women,41,4,True,32,2024-03-23,True
793,Cynthia Thompson,29,Non-binary,Portland,35.779591,-121.886329,"music, cooking, reading",Tell remain prevent cell information trial fast.,Friends,Ambivert,ISFJ,"[176, 216, 623, 272, 100, 344]",378,17,0.9,2023-09-05,Master’s,Corporate treasurer,Leo,195,Average,"Spanish, Hindi",Everyone,76,4,True,41,2024-03-30,True
794,Carmen Oneill,23,F,Cleveland,41.878113,-74.005974,"music, technology, photography",Sign vote claim continue music team education able top decision direction.,Long-term,Extrovert,ESFJ,"[136, 682, 968, 761, 134, 704, 740, 807]",292,34,0.35,2023-07-10,Master’s,Event organiser,Cancer,163,Slim,"English, Hindi",Women,8,1,True,50,2024-03-25,False
795,Tracy Fuller,21,M,Cleveland,42.331427,-97.743061,"cooking, sports, technology",Not with middle nearly thought wait exist season.,Networking,Introvert,INFJ,"[91, 167, 642, 345, 981, 862, 789, 384, 701, 311, 933, 542]",154,28,0.99,2024-02-02,High School,Archivist,Virgo,190,Curvy,French,Women,1,4,False,8,2024-03-04,False
796,Amy Boyd,44,Non-binary,Indianapolis,34.052235,-84.387978,"photography, fitness, sports",Determine some cultural actually hotel tough production make far.,Long-term,Introvert,INFJ,"[960, 160, 894, 559, 124, 147, 383, 659, 594, 657, 178]",136,7,0.47,2024-01-11,Master’s,Local government officer,Aquarius,176,Average,"Mandarin, Spanish, English",Everyone,54,3,True,82,2024-03-05,False
797,Valerie Nelson,34,M,Philadelphia,25.76168,-81.694361,"photography, sports, technology",Statement wrong TV general make their once office return over prevent option.,Networking,Extrovert,INTP,"[555, 324, 559, 176, 712, 456, 620, 534, 315, 257, 600, 552, 838, 183, 108]",107,33,0.96,2023-03-16,Master’s,Estate manager/land agent,Leo,173,Slim,Hindi,Women,28,1,True,3,2024-03-11,True
798,Melissa Gomez MD,48,Non-binary,Kansas City,37.338208,-122.678448,"photography, cooking, music",Something street later all sometimes watch note analysis ago participant technology.,Friends,Ambivert,ISFJ,"[272, 184, 61, 234, 793, 314, 935]",147,66,0.63,2023-05-04,Bachelor’s,Public relations officer,Sagittarius,168,Athletic,"Mandarin, Spanish, French",Everyone,4,6,True,47,2024-03-10,False
799,Timothy Torres,28,Non-binary,San Antonio,40.760779,-97.743061,"cooking, music, travel",Act peace stay interest attack surface.,Friends,Introvert,ENFP,"[67, 202, 655, 80, 400, 249, 500, 782, 710, 927, 371, 948, 240, 494, 403]",138,39,0.91,2023-01-18,Bachelor’s,"Therapist, nutritional",Aquarius,184,Slim,"French, Mandarin",Men,43,5,True,89,2024-03-15,False
800,John Russell,19,M,San Antonio,29.760427,-121.4944,"art, sports, technology",World reach amount form sing give.,Networking,Ambivert,INTP,"[132, 115, 145, 334, 607, 236, 859, 167, 508, 208, 867, 763]",171,57,0.22,2024-02-01,PhD,Education administrator,Scorpio,179,Curvy,"Mandarin, French",Men,97,4,True,89,2024-03-03,False
801,Mark Gill,31,M,Dallas,39.739236,-83.045753,"art, reading, gaming",Face international sea ok support data develop Mrs him think.,Long-term,Introvert,ESTP,"[108, 40, 701, 950, 563, 864, 349, 510, 416, 198, 731, 616, 331, 699, 135]",223,95,0.94,2023-06-06,Master’s,Town planner,Aries,176,Slim,Spanish,Men,70,1,False,19,2024-03-30,False
802,Barbara Mendez,45,F,Minneapolis,29.424122,-97.743061,"reading, cooking, photography",Write teach add short mention wall develop mouth wish artist consider.,Networking,Extrovert,ENFP,"[878, 335, 723, 185, 359]",379,47,0.52,2023-06-07,High School,"Nurse, mental health",Aquarius,166,Average,English,Women,4,1,True,89,2024-03-04,False
803,Elizabeth Scott,29,Non-binary,Columbus,47.606209,-81.379234,"gaming, music, sports",Sell total glass main draw production newspaper help off.,Casual Dating,Ambivert,INTP,"[78, 671, 391, 822, 437, 789, 335, 847, 411, 357, 270, 566]",216,72,0.99,2023-04-21,Bachelor’s,Public affairs consultant,Virgo,153,Curvy,"French, Mandarin, Spanish",Everyone,70,1,False,27,2024-03-06,False
804,Ricardo Evans,31,M,Dallas,41.878113,-98.493629,"art, cooking, technology",Hard let ability boy education discuss.,Networking,Extrovert,ESTP,"[643, 414, 811, 509, 784, 192, 473, 894, 801, 815]",329,56,0.6,2023-11-27,Master’s,Health service manager,Leo,174,Slim,Spanish,Everyone,87,4,False,74,2024-03-01,False
805,Mrs. Angela Diaz,23,M,Kansas City,40.712776,-118.243683,"photography, art, technology",Give him son cut responsibility drug force eye exist finally no today.,Long-term,Introvert,ENFP,"[487, 328, 919, 144, 885, 69, 535, 897, 652, 293]",356,100,0.81,2023-07-08,Master’s,Veterinary surgeon,Capricorn,172,Athletic,Mandarin,Everyone,20,5,True,15,2024-03-12,False
806,Dennis Bennett,47,F,Orlando,41.49932,-112.074036,"art, fitness, photography",Understand affect scientist hot statement stop phone there you mouth.,Networking,Introvert,INFJ,"[733, 806, 676, 435, 537]",173,100,0.43,2023-08-15,High School,Advice worker,Virgo,160,Curvy,English,Men,38,2,True,64,2024-03-18,False
807,Traci Collins,26,F,Houston,40.760779,-118.243683,"gaming, music, technology",Affect authority soldier break light somebody girl.,Long-term,Ambivert,ISTJ,"[703, 475, 801, 303, 126, 636, 751, 73, 311]",209,87,0.62,2023-07-03,PhD,Actor,Leo,177,Athletic,"Hindi, English",Men,34,1,False,89,2024-03-05,False
808,Stephanie Freeman,28,F,Las Vegas,33.749001,-115.139832,"sports, reading, gaming",Sure so police democratic group career power.,Long-term,Ambivert,ISTJ,"[58, 585, 900, 520, 400, 525, 570, 809, 960, 478, 17]",475,4,0.55,2023-07-09,Bachelor’s,Pathologist,Capricorn,183,Athletic,Hindi,Men,55,3,False,20,2024-03-27,False
809,Peter Peterson,21,F,Denver,39.099727,-98.493629,"gaming, fitness, music",Read doctor effect attention high produce himself room.,Networking,Introvert,INFJ,"[224, 770, 930, 450, 186, 235, 323, 982, 821, 597, 606, 607]",374,10,0.23,2024-02-21,High School,Biomedical engineer,Libra,177,Athletic,"French, Mandarin, English",Men,97,5,False,89,2024-03-29,True
810,Derrick Thompson,44,F,Orlando,38.581572,-122.332069,"photography, cooking, gaming",Modern water various way behind material amount over wish oil foreign tonight.,Friends,Ambivert,ESFJ,"[442, 848, 199, 907, 621, 400, 804]",94,82,0.39,2023-03-24,Bachelor’s,"Surveyor, quantity",Sagittarius,171,Slim,"Hindi, French",Everyone,85,6,False,3,2024-03-09,True
811,Betty Arnold,19,M,Seattle,32.715736,-94.578568,"reading, technology, sports",Wonder sure ask site join nature.,Casual Dating,Introvert,INTP,"[935, 528, 993, 150, 464, 3, 764, 452, 151, 463, 88, 45, 754, 595]",403,13,0.38,2023-07-12,Master’s,"Scientist, research (life sciences)",Aquarius,181,Athletic,"Hindi, French",Women,89,3,True,19,2024-03-10,False
812,Patricia Hahn,46,F,Philadelphia,40.712776,-95.369804,"technology, cooking, sports",Us structure lead situation discuss voice Mrs ok voice serve.,Networking,Ambivert,ENFP,"[893, 503, 479, 100, 63, 896, 949, 528, 436, 108, 1000, 975, 947, 402, 976]",16,43,0.67,2023-04-09,PhD,"Scientist, research (life sciences)",Aries,190,Average,"French, English",Women,71,5,False,34,2024-03-28,True
813,Timothy Wagner,38,M,Phoenix,47.606209,-122.678448,"music, travel, technology",Pm medical save piece them learn yard personal only his statement three fire.,Casual Dating,Extrovert,ENFP,"[626, 536, 584, 194, 826, 43]",41,0,0.52,2023-07-23,Bachelor’s,Marine scientist,Virgo,197,Curvy,"French, Mandarin, Hindi",Women,56,2,True,61,2024-03-11,False
814,Kelsey Gomez,28,Non-binary,Seattle,42.360081,-121.4944,"travel, art, music",Sell enjoy investment dream way animal need game control do position.,Casual Dating,Introvert,ESTP,"[808, 378, 703, 309, 184, 776, 437, 192]",65,63,0.58,2024-01-31,Master’s,Chiropractor,Taurus,155,Athletic,English,Everyone,68,2,True,70,2024-03-15,False
815,Hannah Shelton,42,M,Dallas,39.739236,-122.678448,"cooking, travel, art",Summer small sea nor thank couple.,Casual Dating,Extrovert,ESFJ,"[856, 80, 823, 562, 42, 160, 559, 51, 944, 183, 838]",412,18,0.76,2023-08-02,High School,"Administrator, education",Scorpio,151,Curvy,"Spanish, Mandarin, Hindi",Women,52,3,True,16,2024-03-11,False
816,Patrick Howe,37,Non-binary,Los Angeles,39.952583,-74.005974,"music, sports, gaming",Arm thought building question piece source teach discover main significant whom.,Friends,Introvert,ENTP,"[467, 164, 512, 326, 122, 317]",378,61,0.39,2023-01-12,Master’s,Museum/gallery conservator,Taurus,151,Curvy,"Hindi, Spanish, Mandarin",Men,77,2,True,2,2024-03-09,True
817,Stephen White,25,F,Phoenix,29.424122,-117.161087,"cooking, photography, art",Do management address college land stand compare woman create adult.,Long-term,Extrovert,ESTP,"[518, 480, 886, 211, 526, 601, 464]",309,93,0.75,2024-02-16,PhD,Medical technical officer,Pisces,191,Athletic,Spanish,Men,85,1,False,27,2024-03-14,False
818,Lauren Marks,23,Non-binary,Philadelphia,36.169941,-122.332069,"cooking, technology, reading",Idea job he speech hard responsibility look image physical bed happen spring.,Casual Dating,Ambivert,ESTP,"[179, 174, 3, 943, 307]",286,44,0.93,2023-12-07,PhD,Broadcast engineer,Capricorn,195,Athletic,"Spanish, Hindi",Men,81,2,True,115,2024-03-09,False
819,Jessica Hall,39,M,Portland,42.360081,-82.998794,"fitness, sports, cooking",What front anything office expect police only foot.,Networking,Ambivert,INFJ,"[836, 566, 743, 599, 501, 886, 400, 481]",423,70,0.21,2023-08-06,Bachelor’s,Recycling officer,Sagittarius,182,Slim,Mandarin,Women,83,3,False,42,2024-03-10,False
820,Crystal Ross,19,Non-binary,San Diego,39.099727,-104.990251,"fitness, photography, sports",Common fast TV reveal different choice market physical create back just herself around.,Long-term,Ambivert,INFJ,"[689, 408, 994, 837, 33, 441, 354, 983, 434]",121,2,0.29,2024-03-14,High School,Education administrator,Scorpio,179,Athletic,"Hindi, French, English",Everyone,43,3,False,22,2024-03-01,False
821,Miranda White,22,M,Detroit,27.950575,-111.891047,"music, travel, cooking",Service degree safe effort including itself number stay let American evidence once just.,Long-term,Extrovert,ESTP,"[595, 772, 588, 748, 300, 432, 12, 523]",380,20,0.74,2023-03-19,High School,Chartered certified accountant,Scorpio,191,Athletic,French,Women,61,4,True,120,2024-03-02,False
822,John Rivas,25,M,Portland,30.267153,-122.678448,"travel, sports, art",People actually reality left so early let.,Long-term,Ambivert,ISFJ,"[4, 815, 133, 317, 24, 847]",282,60,0.79,2023-03-09,PhD,Waste management officer,Pisces,174,Athletic,Hindi,Men,87,6,False,67,2024-03-10,False
823,Lisa Taylor,27,F,Cleveland,40.712776,-122.678448,"sports, cooking, art",Point science pay more case race.,Casual Dating,Ambivert,ENTP,"[643, 215, 601, 36, 237, 951]",178,65,0.84,2023-05-08,PhD,Warehouse manager,Gemini,189,Slim,"Mandarin, French, Spanish",Everyone,32,3,False,89,2024-03-02,False
824,Kevin Paul,29,M,San Diego,41.49932,-93.265015,"fitness, travel, sports",Itself very able word bit talk material we part for require.,Networking,Introvert,ISTJ,"[174, 660, 834, 38, 924, 708, 220, 76, 732]",180,68,0.33,2024-02-20,Bachelor’s,TEFL teacher,Pisces,176,Slim,"French, Spanish",Everyone,9,5,False,18,2024-03-18,False
825,Kevin Ramirez,48,F,Indianapolis,42.331427,-118.243683,"sports, technology, gaming",Single call finally concern nearly member it economy ago teacher student figure organization.,Friends,Ambivert,ENTP,"[913, 189, 184, 300, 532, 71, 169, 820, 342, 806, 408, 695, 706, 844]",484,97,0.28,2023-03-26,Bachelor’s,Chief Marketing Officer,Virgo,193,Athletic,"English, Spanish",Women,29,6,True,34,2024-03-10,False
826,Daniel Ewing,47,Non-binary,Chicago,39.952583,-74.005974,"sports, cooking, reading",Strategy its prepare beautiful those her mean.,Networking,Extrovert,ESTP,"[984, 579, 368, 266, 917, 953, 962]",428,17,0.25,2023-12-20,Bachelor’s,"Engineer, energy",Gemini,157,Athletic,"Mandarin, English",Everyone,10,4,True,17,2024-03-15,True
827,Jamie Yoder,30,F,Kansas City,41.49932,-93.265015,"fitness, music, sports",Police toward get few by water avoid something.,Long-term,Extrovert,ISTJ,"[54, 681, 648, 436, 968, 897, 158]",374,19,0.24,2024-02-05,PhD,Catering manager,Capricorn,188,Curvy,Mandarin,Everyone,38,3,True,89,2024-03-06,False
828,Robert Taylor,19,F,San Jose,30.267153,-121.886329,"sports, fitness, cooking",Describe show rule defense collection trip here husband.,Networking,Extrovert,INFJ,"[582, 157, 183, 631, 53, 72, 289, 817, 739, 166, 902]",206,3,0.69,2023-08-17,High School,"Engineer, aeronautical",Capricorn,198,Average,English,Men,50,3,True,54,2024-03-27,False
829,Gloria Nichols,42,M,Houston,42.360081,-117.161087,"sports, art, reading",Second treat budget name house live prove size.,Friends,Ambivert,ESTP,"[793, 799, 399, 422, 22, 605, 188, 803, 830, 809]",416,43,0.84,2023-09-02,Master’s,"Psychologist, sport and exercise",Gemini,190,Average,"Mandarin, Hindi, English",Women,21,5,False,92,2024-03-25,False
830,Mr. Darren Hernandez,27,Non-binary,Las Vegas,35.779591,-80.19179,"art, fitness, sports",Figure phone unit apply nor try three worry.,Friends,Introvert,ISTJ,"[34, 683, 641, 2, 783]",155,45,0.85,2023-05-15,Master’s,Chief Executive Officer,Taurus,193,Slim,Hindi,Men,1,2,False,77,2024-03-23,True
831,Katie Moore,26,Non-binary,Austin,39.739236,-121.4944,"technology, reading, art",Kitchen own old itself lose south front food set relate.,Long-term,Introvert,INFJ,"[293, 348, 532, 666, 683, 9, 384, 950, 435, 568, 880, 436, 555]",300,18,0.6,2024-01-26,Bachelor’s,Warden/ranger,Virgo,151,Curvy,"French, Mandarin, English",Women,95,3,True,54,2024-03-14,False
832,Douglas Fletcher,30,M,San Diego,39.739236,-75.165222,"art, music, cooking",Paper force care general bank do unit happen sure six hit through.,Friends,Extrovert,INFJ,"[353, 614, 195, 89, 451]",103,85,0.99,2023-04-24,PhD,Community education officer,Leo,182,Average,Spanish,Everyone,27,4,False,47,2024-03-14,False
833,Angelica Lynch,23,M,Atlanta,42.360081,-81.379234,"reading, cooking, art",Send pattern find collection such light billion.,Long-term,Introvert,ESTP,"[266, 322, 81, 168, 336, 226, 390, 628, 34, 38, 59, 406, 273, 32, 903]",495,58,0.22,2023-05-10,High School,Horticultural consultant,Capricorn,174,Slim,"Mandarin, English, French",Women,53,2,False,25,2024-03-04,False
834,Scott Tyler,26,F,Houston,40.712776,-97.743061,"photography, reading, fitness",Player agency best argue politics staff during cell best computer manage.,Networking,Ambivert,ENFP,"[599, 802, 67, 12, 340, 529, 184, 930, 216, 967, 791, 242, 550, 834]",275,57,0.46,2023-03-08,Bachelor’s,International aid/development worker,Pisces,197,Average,"English, French, Spanish",Men,32,2,False,46,2024-03-14,False
835,Kimberly Graham,24,M,Minneapolis,25.76168,-121.4944,"technology, fitness, travel",Seek generation interest girl mouth some book image.,Friends,Introvert,ESTP,"[824, 138, 154, 626, 757, 932, 163, 73, 802, 572]",46,83,0.74,2023-12-10,Master’s,"Social research officer, government",Sagittarius,195,Slim,"Spanish, Mandarin",Women,36,6,True,0,2024-03-05,False
836,Stephen Lewis,19,F,Tampa,37.338208,-98.493629,"art, gaming, reading",Box amount another professional as assume heavy draw skin city then.,Casual Dating,Ambivert,ISFJ,"[469, 658, 293, 953, 891, 730, 786, 42, 767, 852, 702]",339,65,0.23,2023-03-23,Master’s,Dispensing optician,Gemini,194,Curvy,"Spanish, Mandarin",Everyone,20,5,False,43,2024-03-12,True
837,James Meyer,42,F,Dallas,25.76168,-86.158068,"sports, cooking, photography",Painting agreement law part picture sea work generation husband light page purpose try.,Friends,Extrovert,INFJ,"[13, 689, 186, 136, 226, 380, 668]",261,54,0.35,2023-01-03,Bachelor’s,"Therapist, art",Pisces,197,Athletic,French,Women,12,6,False,76,2024-03-11,False
838,Stephanie Obrien,46,F,Las Vegas,32.715736,-118.243683,"sports, music, travel",Hear for respond several picture table tonight assume chair piece happen involve.,Friends,Extrovert,ENFP,"[345, 685, 216, 579, 853, 266, 559, 968, 964, 835, 575, 194]",22,53,0.22,2024-03-02,PhD,Estate agent,Leo,161,Slim,"Hindi, Mandarin",Men,17,1,False,95,2024-03-18,False
839,Cathy Oliver,42,F,San Antonio,40.760779,-122.678448,"art, reading, gaming",Exactly left former see hold scene religious throughout.,Friends,Introvert,ENTP,"[887, 984, 899, 504, 904, 296, 481]",133,41,0.74,2023-03-30,High School,"Engineer, water",Aries,165,Curvy,"French, Hindi, Mandarin",Men,51,3,False,33,2024-03-23,False
840,Jennifer Snyder,40,F,Kansas City,34.052235,-98.493629,"art, sports, photography",Evening impact keep stage boy development process wide spend beat buy rich simple.,Networking,Extrovert,ENFP,"[255, 838, 327, 775, 883, 605, 169, 663, 859, 314, 934, 402, 384, 269, 725]",138,31,0.88,2023-02-08,High School,Furniture designer,Sagittarius,158,Athletic,Hindi,Men,70,5,False,107,2024-03-13,False
841,Christopher Wilson,49,F,Kansas City,33.448376,-75.165222,"reading, travel, photography",Test plant involve involve use for main reason know author.,Friends,Ambivert,INFJ,"[143, 934, 977, 555, 194, 356, 625, 165, 678, 43, 724, 748, 860]",438,0,0.83,2024-02-26,PhD,Architectural technologist,Leo,188,Athletic,French,Men,11,5,False,106,2024-03-20,False
842,Danny Rosario,21,Non-binary,Chicago,39.952583,-96.796989,"art, technology, photography",Analysis cultural look leg design dog simply stand section possible ahead according.,Networking,Ambivert,ISTJ,"[46, 943, 324, 982, 325, 465, 357]",452,36,0.74,2023-09-06,Master’s,General practice doctor,Sagittarius,181,Slim,"Mandarin, Spanish",Men,90,1,True,110,2024-03-29,True
843,Jerry Newman,46,Non-binary,Los Angeles,47.606209,-86.158068,"sports, photography, fitness",Serve need control budget conference page give late newspaper land then.,Friends,Extrovert,ISFJ,"[349, 952, 939, 882, 727, 255, 533, 931, 356, 117, 916, 685]",209,89,0.25,2024-02-21,Bachelor’s,Tour manager,Scorpio,180,Curvy,"Hindi, French",Men,67,4,False,23,2024-03-26,False
844,Tiffany Lynch,23,F,Dallas,32.715736,-112.074036,"fitness, reading, photography",Easy sound measure compare forget technology finally feel quite worry deep.,Casual Dating,Introvert,ISFJ,"[622, 439, 613, 338, 746, 995, 750, 533, 264, 561]",423,59,0.35,2023-04-24,High School,Financial adviser,Scorpio,177,Curvy,Spanish,Men,18,3,False,27,2024-03-18,False
845,Whitney Thompson,32,F,Dallas,39.739236,-78.638176,"cooking, gaming, photography",Police wish on job coach her administration still message.,Long-term,Extrovert,INTP,"[764, 131, 213, 251, 227, 359, 603]",44,57,0.76,2023-03-26,Master’s,Phytotherapist,Sagittarius,192,Average,"Spanish, Hindi, Mandarin",Women,86,1,False,14,2024-03-01,False
846,Pamela Stuart,32,F,Salt Lake City,40.712776,-82.457177,"photography, music, reading",Knowledge court teacher news become phone rise action remember around music read month.,Casual Dating,Ambivert,ISTJ,"[927, 109, 874, 945, 697, 506, 470, 110, 864, 889, 564, 93, 268, 557]",444,38,0.68,2023-07-19,PhD,Games developer,Sagittarius,152,Slim,"Mandarin, French, Hindi",Everyone,85,4,True,99,2024-03-12,False
847,Douglas Collins,40,M,Detroit,39.961176,-96.796989,"music, gaming, art",Analysis record value federal garden wear still particular save.,Casual Dating,Ambivert,ISFJ,"[107, 105, 378, 368, 503, 984, 257, 846]",322,75,0.74,2023-05-04,High School,Event organiser,Virgo,164,Athletic,French,Men,99,2,False,20,2024-03-25,True
848,Steven Larson,23,M,Seattle,32.776665,-80.19179,"technology, reading, travel",Voice son number lawyer church prepare experience use from audience protect wish.,Friends,Introvert,INTP,"[134, 327, 192, 647, 573, 362, 786, 443]",253,58,0.9,2023-03-04,Master’s,Barrister's clerk,Taurus,161,Curvy,"Hindi, English",Men,25,3,True,46,2024-03-20,False
849,David Cameron,28,F,Sacramento,44.977753,-96.796989,"cooking, reading, gaming",On available control under site or threat take happy figure soldier parent southern.,Casual Dating,Extrovert,INTP,"[477, 67, 523, 415, 17, 516]",340,56,0.47,2023-10-30,High School,Legal secretary,Capricorn,157,Slim,"French, Spanish, English",Everyone,43,3,True,75,2024-03-18,False
850,Jorge Norman,50,F,Denver,30.267153,-111.891047,"fitness, reading, technology",Sort small special first instead address.,Casual Dating,Introvert,ISTJ,"[396, 536, 958, 510, 696]",244,54,0.54,2023-04-01,Bachelor’s,Speech and language therapist,Scorpio,167,Slim,"French, Mandarin, English",Everyone,19,4,True,74,2024-03-30,False
851,Donna Thompson,23,F,Indianapolis,30.267153,-74.005974,"technology, sports, music",Yeah position go blue people more.,Long-term,Introvert,ENFP,"[496, 202, 760, 627, 418, 820, 248, 243, 467, 451]",405,11,0.86,2023-08-31,Bachelor’s,Chief Operating Officer,Gemini,171,Slim,"Hindi, Spanish, French",Men,84,4,False,56,2024-03-01,False
852,Kristen Martinez,25,M,Phoenix,39.099727,-118.243683,"travel, reading, cooking",Spend develop method color prevent part attack.,Casual Dating,Introvert,INTP,"[889, 594, 123, 736, 107, 542, 918, 553, 919, 294, 297]",471,54,0.4,2023-04-17,Bachelor’s,"Merchandiser, retail",Cancer,200,Average,"English, Mandarin",Women,97,1,False,90,2024-03-21,False
853,Bradley Stewart,26,F,Seattle,37.338208,-98.493629,"technology, music, gaming",Everybody understand only eye thus month mention truth.,Friends,Extrovert,ENTP,"[426, 653, 998, 463, 334, 830, 643, 715, 2, 287, 498]",14,93,0.96,2023-06-07,Master’s,Chief Marketing Officer,Taurus,152,Slim,"French, Hindi",Everyone,14,1,True,21,2024-03-06,False
854,Dr. Jason Mcmillan,27,F,Tampa,44.977753,-82.457177,"gaming, sports, art",American piece modern blood lot yard.,Networking,Introvert,INFJ,"[206, 995, 752, 916, 838, 235, 449, 904, 389, 487, 315, 106, 185]",317,78,0.91,2023-11-14,Master’s,"Engineer, maintenance (IT)",Sagittarius,196,Slim,English,Women,38,5,True,19,2024-03-30,False
855,Daniel Wiley,34,Non-binary,Sacramento,39.768403,-97.743061,"music, sports, fitness",Fly movie decision instead beyond you during realize face wait success despite sure.,Casual Dating,Extrovert,ESFJ,"[370, 774, 169, 930, 122, 256, 392, 956, 306, 426]",283,26,0.35,2023-09-03,Master’s,Technical brewer,Virgo,190,Curvy,"Spanish, French, English",Women,42,3,True,71,2024-03-24,False
